Administrative_Area,Cuisine,Restaurant_id,Restaurant_Name,Restaurant_price,Restaurant_Ratings,User_Ratings_Total
FINGAL,Italian,4bd5bf427b1876b024418b86,Little Venice,2,4.3,855
FINGAL,Spanish,4b093562f964a520b71423e3,Gourmet Food Parlour,2,4.4,896
SOUTH DUBLIN,American,4ce13b9ef8a4a143cd44e9bc,Eddie Rocket's,2,4,507
SOUTH DUBLIN,American,4c63f71186b6be9a93c48f34,Eddie Rocket's,2,3.9,425
SOUTH DUBLIN,Chinese,4cf9493f7945224b1cf878e7,Tamara,2,3.9,192
SOUTH DUBLIN,Chinese,4dd91c44d1647fcf3e72dd2f,Pattaya Thai Chinese Restaurant,2,4.1,443
SOUTH DUBLIN,Chinese,4deea81e18380c912df6e6f1,Choices Chinese Take-Away,1,4,164
SOUTH DUBLIN,Chinese,4cdc443d39172d43109e83d8,Fortune Chinese Takeaway,1,3.6,46
SOUTH DUBLIN,Chinese,4dab45d1fa8cc764974913c6,New Territory Chinese,2,4,81
SOUTH DUBLIN,Chinese,4b9d45d8f964a520019f36e3,Lok Moon,1,4.3,83
SOUTH DUBLIN,Chinese,4bd324ec77b29c7422069082,Chrysanthemum,2,4.2,225
SOUTH DUBLIN,Chinese,4c718b9213228cfa7dd32865,Chuan City,-,4.5,178
SOUTH DUBLIN,Thai,4cf9493f7945224b1cf878e7,Tamara,2,3.9,192
SOUTH DUBLIN,Australian,5470d887498ea81c5eda84e4,Aussie Outback,2,4.3,641
SOUTH DUBLIN,French,4e1b18ebaeb7d09fc835214f,Village Coffee House,1,4.3,268
SOUTH DUBLIN,Indian,58ad8c2bfc73d42fbcd7fb87,Mams Indian Restaurant,2,4,149
SOUTH DUBLIN,Indian,4f0c7ab6e4b0a87afad6b41f,Kundan Tandoori,-,4.2,158
SOUTH DUBLIN,Indian,4fb39a13e4b06686488110cd,lake view cafe,1,4.2,137
SOUTH DUBLIN,Italian,4b536132f964a520ab9927e3,Paparazzi,-,0,-
KILDARE,American,4e492e06c65bd6ffbeb471aa,Eddie Rocket's,2,4.1,426
KILDARE,American,549abdba498e4c9f52a09d06,Eddie Rocket's,2,4.1,-
KILDARE,Chinese,4bc376002a89ef3b880ff588,The Flaming Wok,-,4.3,9
KILDARE,Japanese,5b81871e598e64002c7d4263,fujiyama,2,4.7,299
KILDARE,Japanese,5978c0fcc4df1d06f416e219,Tani Japanese Restaurant,2,4.6,239
KILDARE,Thai,56477bb5498eafa53f68d377,Thai Station,2,4.4,104
KILDARE,French,4bdb63422a3a0f47b9ceaeb6,Brown Bear,2,4.7,170
KILDARE,Indian,521e31d911d243e1d2130fed,Kingfisher Indian Restaurant,-,0,-
KILDARE,Indian,4e05c709d4c03ae0b9bf0a31,The Bombay Bistro,1,4.7,120
KILDARE,Italian,4b9b9064f964a520d00f36e3,L'Officina by Dunne & Crescenzi,2,3.9,888
KILDARE,Italian,4cc1dbf342d1b60cf7ab0c13,Fountain Take Away,-,4.3,97
KILDARE,Italian,592b18ac4a1cc037f281e959,Rustic Italian Restaurant & Bar,2,4.4,758
DÚN LAOGHAIRE-RATHDOWN,American,4b5ac4c8f964a520e2d328e3,Eddie Rocket's,2,4.1,800
DÚN LAOGHAIRE-RATHDOWN,American,4b62e884f964a5205f582ae3,Eddie Rocket's,2,3.8,285
DÚN LAOGHAIRE-RATHDOWN,Chinese,4c8b54cfe51e6dcbdb5f71de,China Sichuan,3,4.6,669
DÚN LAOGHAIRE-RATHDOWN,Chinese,4bc609d051b376b073df1a6f,Fu Moon,2,4.1,96
DÚN LAOGHAIRE-RATHDOWN,Chinese,4dbda9adf7b1ab37dd7ba737,Lee's Kitchen,2,3.5,51
DÚN LAOGHAIRE-RATHDOWN,Chinese,4daaed065da3ba8a47953c14,Green Dragon Well,2,4,129
DÚN LAOGHAIRE-RATHDOWN,Chinese,4c964fc9f7cfa1cdb113c515,De Luxe Chinese Takeaway,-,4.1,70
DÚN LAOGHAIRE-RATHDOWN,Japanese,523207c911d2688bcaff978e,Michie Sushi,2,4.4,189
DÚN LAOGHAIRE-RATHDOWN,French,5856a5815a586918eed3e1c1,The Cake Room and Slow Food Experience,-,4.8,57
DÚN LAOGHAIRE-RATHDOWN,Italian,510e895ae4b0681bb84ff304,That's Amore,2,4.8,487
DÚN LAOGHAIRE-RATHDOWN,Italian,4dfe2e8bc65b67789892081e,Café 31,2,4.4,277
DÚN LAOGHAIRE-RATHDOWN,Italian,4c8a270c6418a1435d05ddce,La Dolce Vita,2,4.1,464
DÚN LAOGHAIRE-RATHDOWN,Italian,4b49ff33f964a5207b7726e3,Milano,2,3.9,518
DÚN LAOGHAIRE-RATHDOWN,Italian,4e8c4a5b9adf4a7ef30743c3,Toscana Italian Restaurant,2,4.3,567
DÚN LAOGHAIRE-RATHDOWN,Italian,4f31276fe4b0dd99b37e63cc,SiSi @ Central Cafe,2,4.1,117
MEATH,Chinese,4d0936551657a35d69c130e7,China Garden,2,4.4,515
MEATH,Chinese,4ca76af0a6e08cfadb708494,Oriental Palace,2,4.4,264
MEATH,Indian,4c19dce4d4d9c928b89cf129,Khan Tandoori,2,4.4,141
MEATH,Indian,4c15290277cea59350bcd160,Gaylords,2,4.5,166
MEATH,Italian,4c027a53310fc9b64377c461,Marini restaurant,1,4.3,319
LIMERICK CITY AND COUNTY,American,4b913914f964a52039ab33e3,Texas Steakout,2,4.5,1782
LIMERICK CITY AND COUNTY,Chinese,4b8a819ff964a520b96f32e3,Jasmine Palace,2,4.5,1119
LIMERICK CITY AND COUNTY,Japanese,528a27fd11d2eaea10238607,Taikichi,2,4.6,816
LIMERICK CITY AND COUNTY,Thai,5330455f498e1b8bd57ec6ad,Aroi Asian Street Food,1,4.5,350
LIMERICK CITY AND COUNTY,Thai,5399ef00498e709d5ee94fac,Aroi Asian Street Food,1,4.5,350
LIMERICK CITY AND COUNTY,Thai,59a304ba3b4e0049057fb763,Lana Asian Street Food,1,4.5,344
LIMERICK CITY AND COUNTY,French,4fcb6723e4b0d9a5f03b9039,Bon Appetit,-,4.4,9
LIMERICK CITY AND COUNTY,Indian,4c337d763896e21e3b1fea90,Mogul Emperor,2,4.2,249
LIMERICK CITY AND COUNTY,Indian,4d1cfaa3dd6a236a977f1938,Spice Of India,2,4.3,161
LIMERICK CITY AND COUNTY,Italian,4f0084dfb6346feaed6ee1a7,Marco Polo,2,4.3,947
LIMERICK CITY AND COUNTY,Italian,4bca1d1ab6c49c7425cc8f91,Milano,2,4.4,546
LIMERICK CITY AND COUNTY,Italian,4eb5773a6c2590eb8810957d,La Piccola Italia,2,4.6,172
LIMERICK CITY AND COUNTY,Mexican,51e6b3f8498e20ea9235d21a,Badass Burritos,1,4.5,41
LIMERICK CITY AND COUNTY,Mexican,5b168d44c9f907002c7fd1a6,Boojum,1,4.4,683
LIMERICK CITY AND COUNTY,Mexican,581dda672fea3626411f549f,Mexican Food Dudes,-,3.7,6
LIMERICK CITY AND COUNTY,Turkish,5089a085e4b07f1e61ed8bfa,Adana Char Grill,-,3.3,16
TIPPERARY,Chinese,5627d6d4498e46e5c103951a,Jumbo Reunion Chinese Restaurant,2,4,24
TIPPERARY,Chinese,4af9e4a6f964a520121522e3,Pearl Garden,-,4.1,14
TIPPERARY,Thai,5dbb352636271b000888a5f5,Yi Thai,2,4.6,216
TIPPERARY,Indian,4c7c38f009b29c74275de03c,Stars of India,2,4.8,224
TIPPERARY,Indian,590a1d9fbfc6d0617a864531,Saffron Indian cuisine,2,4.4,131
TIPPERARY,Italian,525991ab11d27782614a3238,Gino's Diner,-,3.4,150
