GUID,GEOGID,GEOGDESC,T1_1AGE0M,T1_1AGE1M,T1_1AGE2M,T1_1AGE3M,T1_1AGE4M,T1_1AGE5M,T1_1AGE6M,T1_1AGE7M,T1_1AGE8M,T1_1AGE9M,T1_1AGE10M,T1_1AGE11M,T1_1AGE12M,T1_1AGE13M,T1_1AGE14M,T1_1AGE15M,T1_1AGE16M,T1_1AGE17M,T1_1AGE18M,T1_1AGE19M,T1_1AGE20_24M,T1_1AGE25_29M,T1_1AGE30_34M,T1_1AGE35_39M,T1_1AGE40_44M,T1_1AGE45_49M,T1_1AGE50_54M,T1_1AGE55_59M,T1_1AGE60_64M,T1_1AGE65_69M,T1_1AGE70_74M,T1_1AGE75_79M,T1_1AGE80_84M,T1_1AGEGE_85M,T1_1AGETM,T1_1AGE0F,T1_1AGE1F,T1_1AGE2F,T1_1AGE3F,T1_1AGE4F,T1_1AGE5F,T1_1AGE6F,T1_1AGE7F,T1_1AGE8F,T1_1AGE9F,T1_1AGE10F,T1_1AGE11F,T1_1AGE12F,T1_1AGE13F,T1_1AGE14F,T1_1AGE15F,T1_1AGE16F,T1_1AGE17F,T1_1AGE18F,T1_1AGE19F,T1_1AGE20_24F,T1_1AGE25_29F,T1_1AGE30_34F,T1_1AGE35_39F,T1_1AGE40_44F,T1_1AGE45_49F,T1_1AGE50_54F,T1_1AGE55_59F,T1_1AGE60_64F,T1_1AGE65_69F,T1_1AGE70_74F,T1_1AGE75_79F,T1_1AGE80_84F,T1_1AGEGE_85F,T1_1AGETF,T1_1AGE0T,T1_1AGE1T,T1_1AGE2T,T1_1AGE3T,T1_1AGE4T,T1_1AGE5T,T1_1AGE6T,T1_1AGE7T,T1_1AGE8T,T1_1AGE9T,T1_1AGE10T,T1_1AGE11T,T1_1AGE12T,T1_1AGE13T,T1_1AGE14T,T1_1AGE15T,T1_1AGE16T,T1_1AGE17T,T1_1AGE18T,T1_1AGE19T,T1_1AGE20_24T,T1_1AGE25_29T,T1_1AGE30_34T,T1_1AGE35_39T,T1_1AGE40_44T,T1_1AGE45_49T,T1_1AGE50_54T,T1_1AGE55_59T,T1_1AGE60_64T,T1_1AGE65_69T,T1_1AGE70_74T,T1_1AGE75_79T,T1_1AGE80_84T,T1_1AGEGE_85T,T1_1AGETT,T1_2SGLM,T1_2MARM,T1_2SEPM,T1_2DIVM,T1_2WIDM,T1_2TM,T1_2SGLF,T1_2MARF,T1_2SEPF,T1_2DIVF,T1_2WIDF,T1_2TF,T1_2SGLT,T1_2MART,T1_2SEPT,T1_2DIVT,T1_2WIDT,T1_2T,T2_1IEBP,T2_1UKBP,T2_1PLBP,T2_1LTBP,T2_1EUBP,T2_1RWBP,T2_1TBP,T2_1IEN,T2_1UKN,T2_1PLN,T2_1LTN,T2_1EUN,T2_1RWN,T2_1NSN,T2_1TN,T2_2WI,T2_2WIT,T2_2OW,T2_2BBI,T2_2AAI,T2_2OTH,T2_2NS,T2_2T,T2_3SA,T2_3EC,T2_3EI,T2_3OI,T2_3T,T2_4CA,T2_4OR,T2_4NR,T2_4NS,T2_4T,T2_5PL,T2_5FR,T2_5LT,T2_5OTH,T2_5T,T2_6VW,T2_6W,T2_6NW,T2_6NAA,T2_6NS,T2_6T,T3_1YES,T3_1NO,T3_1NS,T3_1T,T3_2DIM,T3_2DIDOM,T3_2DIWOM,T3_2DILOOM,T3_2DINOM,T3_2DOESM,T3_2WOESM,T3_2LOOESM,T3_2NOESM,T3_2NSM,T3_2ALLM,T3_2DIF,T3_2DIDOF,T3_2DIWOF,T3_2DILOOF,T3_2DINOF,T3_2DOESF,T3_2WOESF,T3_2LOOESF,T3_2NOESF,T3_2NSF,T3_2ALLF,T3_2DIT,T3_2DIDOT,T3_2DIWOT,T3_2DILOOT,T3_2DINOT,T3_2DOEST,T3_2WOEST,T3_2LOOEST,T3_2NOEST,T3_2NST,T3_2ALLT,T4_1_2PF,T4_1_3PF,T4_1_4PF,T4_1_5PF,T4_1_GRE_6PF,T4_1_TF,T4_1_2PP,T4_1_3PP,T4_1_4PP,T4_1_5PP,T4_1_GRE_6PP,T4_1_TP,T4_1_2PC,T4_1_3PC,T4_1_4PC,T4_1_5PC,T4_1_GRE_6PC,T4_1_TC,T4_2_1CU15,T4_2_2CU15,T4_2_3CU15,T4_2_4CU15,T4_2_GE5CU15,T4_2_TCU15,T4_2_1CO15,T4_2_2CO15,T4_2_3CO15,T4_2_4CO15,T4_2_GE5CO15,T4_2_TCO15,T4_2_2CUO15,T4_2_3CUO15,T4_2_4CUO15,T4_2_GE5CUO15,T4_2_TCUO15,T4_2_NCT,T4_2_1CT,T4_2_2CT,T4_2_3CT,T4_2_4CT,T4_2_GE5CT,T4_2_TCT,T4_3FCCU15,T4_3FCCO15,T4_3FCCUO15,T4_3FCCT,T4_3FOPMCU15,T4_3FOPMCO15,T4_3FOPMCUO15,T4_3FOPMCT,T4_3FOPFCU15,T4_3FOPFCO15,T4_3FOPFCUO15,T4_3FOPFCT,T4_3CCCU15,T4_3CCCO15,T4_3CCCUO15,T4_3CCCT,T4_3COPMCU15,T4_3COPMCO15,T4_3COPMCUO15,T4_3COPMCT,T4_3COPFCU15,T4_3COPFCO15,T4_3COPFCUO15,T4_3COPFCT,T4_4AGE0_4F,T4_4AGE5_9F,T4_4AGE10_14F,T4_4AGE15_19F,T4_4AGE_GE20F,T4_4TF,T4_4AGE0_4P,T4_4AGE5_9P,T4_4AGE10_14P,T4_4AGE15_19P,T4_4AGE_GE20P,T4_4TP,T4_5PFF,T4_5ENF,T4_5RF,T4_5PSF,T4_5ESF,T4_5PAF,T4_5ADOF,T4_5ADUF,T4_5TF,T4_5PFP,T4_5ENP,T4_5RP,T4_5PSP,T4_5ESP,T4_5PAP,T4_5ADOP,T4_5ADUP,T4_5TP,T4_6_0C,T4_6_1C,T4_6_2C,T4_6_3C,T4_6_GE4C,T4_6T,T5_1OP_H,T5_1MC_H,T5_1CC_H,T5_1MCC_H,T5_1CCC_H,T5_1OPFC_H,T5_1OPMC_H,T5_1CO_H,T5_1CCO_H,T5_1OPFCO_H,T5_1OPMCO_H,T5_1GETFU_H,T5_1NHR_H,T5_1GENP_H,T5_1T_H,T5_1OP_P,T5_1MC_P,T5_1CC_P,T5_1MCC_P,T5_1CCC_P,T5_1OPFC_P,T5_1OPMC_P,T5_1CO_P,T5_1CCO_P,T5_1OPFCO_P,T5_1OPMCO_P,T5_1GETFU_P,T5_1NHR_P,T5_1GENP_P,T5_1T_P,T5_2_1PH,T5_2_2PH,T5_2_3PH,T5_2_4PH,T5_2_5PH,T5_2_6PH,T5_2_7PH,T5_2_GE8PH,T5_2_TH,T5_2_1PP,T5_2_2PP,T5_2_3PP,T5_2_4PP,T5_2_5PP,T5_2_6PP,T5_2_7PP,T5_2_GE8PP,T5_2_TP,T6_1_HB_H,T6_1_FA_H,T6_1_BS_H,T6_1_CM_H,T6_1_NS_H,T6_1_TH,T6_1_HB_P,T6_1_FA_P,T6_1_BS_P,T6_1_CM_P,T6_1_NS_P,T6_1_TP,T6_2_PRE19H,T6_2_19_45H,T6_2_46_60H,T6_2_61_70H,T6_2_71_80H,T6_2_81_90H,T6_2_91_00H,T6_2_01_10H,T6_2_11LH,T6_2_NSH,T6_2_TH,T6_2_PRE19P,T6_2_19_45P,T6_2_46_60P,T6_2_61_70P,T6_2_71_80P,T6_2_81_90P,T6_2_91_00P,T6_2_01_10P,T6_2_11LP,T6_2_NSP,T6_2_TP,T6_3_OMLH,T6_3_OOH,T6_3_RPLH,T6_3_RLAH,T6_3_RVCHBH,T6_3_OFRH,T6_3_NSH,T6_3_TH,T6_3_OMLP,T6_3_OOP,T6_3_RPLP,T6_3_RLAP,T6_3_RVCHBP,T6_3_OFRP,T6_3_NSP,T6_3_TP,T6_4_1RH,T6_4_2RH,T6_4_3RH,T6_4_4RH,T6_4_5RH,T6_4_6RH,T6_4_7RH,T6_4_GE8RH,T6_4_NSH,T6_4_TH,T6_4_1RP,T6_4_2RP,T6_4_3RP,T6_4_4RP,T6_4_5RP,T6_4_6RP,T6_4_7RP,T6_4_GE8RP,T6_4_NSP,T6_4_TP,T6_5_NCH,T6_5_OCH,T6_5_NGCH,T6_5_ECH,T6_5_CCH,T6_5_PCH,T6_5_LPGCH,T6_5_WCH,T6_5_OTH,T6_5_NS,T6_5_T,T6_6_PM,T6_6_GSLA,T6_6_GSP,T6_6_OP,T6_6_N,T6_6_NS,T6_6_T,T6_7_PS,T6_7_IST,T6_7_OIT,T6_7_OTH,T6_7_NSF,T6_7_NS,T6_7_T,T6_8_O,T6_8_TA,T6_8_UHH,T6_8_OVD,T6_8_T,T7_1_NE,T7_1_NP,T8_1_WM,T8_1_LFFJM,T8_1_ULGUPJM,T8_1_SM,T8_1_LAHFM,T8_1_RM,T8_1_UTWSDM,T8_1_OTHM,T8_1_TM,T8_1_WF,T8_1_LFFJF,T8_1_ULGUPJF,T8_1_SF,T8_1_LAHFF,T8_1_RF,T8_1_UTWSDF,T8_1_OTHF,T8_1_TF,T8_1_WT,T8_1_LFFJT,T8_1_ULGUPJT,T8_1_ST,T8_1_LAHFT,T8_1_RT,T8_1_UTWSDT,T8_1_OTHT,T8_1_TT,T9_1_PWM,T9_1_MTM,T9_1_NMM,T9_1_SM,T9_1_SSM,T9_1_USM,T9_1_OTHGEUM,T9_1_TM,T9_1_PWF,T9_1_MTF,T9_1_NMF,T9_1_SF,T9_1_SSF,T9_1_USF,T9_1_OTHGEUF,T9_1_TF,T9_1_PWT,T9_1_MTT,T9_1_NMT,T9_1_ST,T9_1_SST,T9_1_UST,T9_1_OTHGEUT,T9_1_TT,T9_2_HA,T9_2_HB,T9_2_HC,T9_2_HD,T9_2_HE,T9_2_HF,T9_2_HG,T9_2_HH,T9_2_HI,T9_2_HJ,T9_2_HZ,T9_2_HT,T9_2_PA,T9_2_PB,T9_2_PC,T9_2_PD,T9_2_PE,T9_2_PF,T9_2_PG,T9_2_PH,T9_2_PI,T9_2_PJ,T9_2_PZ,T9_2_PT,T10_1_LT15M,T10_1_15M,T10_1_16M,T10_1_17M,T10_1_18M,T10_1_19M,T10_1_20M,T10_1_GE21M,T10_1_NSM,T10_1_TM,T10_1_LT15F,T10_1_15F,T10_1_16F,T10_1_17F,T10_1_18F,T10_1_19F,T10_1_20F,T10_1_GE21F,T10_1_NSF,T10_1_TF,T10_1_LT15T,T10_1_15T,T10_1_16T,T10_1_17T,T10_1_18T,T10_1_19T,T10_1_20T,T10_1_GE21T,T10_1_NST,T10_1_TT,T10_2_SASM,T10_2_OTHM,T10_2_SASF,T10_2_OTHF,T10_2_SAST,T10_2_OTHT,T10_3_EDUM,T10_3_ARTM,T10_3_HUMM,T10_3_SOCM,T10_3_SCIM,T10_3_ENGM,T10_3_AGRM,T10_3_HEAM,T10_3_SERM,T10_3_OTHM,T10_3_NSM,T10_3_TM,T10_3_EDUF,T10_3_ARTF,T10_3_HUMF,T10_3_SOCF,T10_3_SCIF,T10_3_ENGF,T10_3_AGRF,T10_3_HEAF,T10_3_SERF,T10_3_OTHF,T10_3_NSF,T10_3_TF,T10_3_EDUT,T10_3_ARTT,T10_3_HUMT,T10_3_SOCT,T10_3_SCIT,T10_3_ENGT,T10_3_AGRT,T10_3_HEAT,T10_3_SERT,T10_3_OTHT,T10_3_NST,T10_3_TT,T10_4_NFM,T10_4_PM,T10_4_LSM,T10_4_USM,T10_4_TVM,T10_4_ACCAM,T10_4_HCM,T10_4_ODNDM,T10_4_HDPQM,T10_4_PDM,T10_4_DM,T10_4_NSM,T10_4_TM,T10_4_NFF,T10_4_PF,T10_4_LSF,T10_4_USF,T10_4_TVF,T10_4_ACCAF,T10_4_HCF,T10_4_ODNDF,T10_4_HDPQF,T10_4_PDF,T10_4_DF,T10_4_NSF,T10_4_TF,T10_4_NFT,T10_4_PT,T10_4_LST,T10_4_UST,T10_4_TVT,T10_4_ACCAT,T10_4_HCT,T10_4_ODNDT,T10_4_HDPQT,T10_4_PDT,T10_4_DT,T10_4_NST,T10_4_TT,T11_1_FW,T11_1_BIW,T11_1_BUW,T11_1_TDLW,T11_1_MW,T11_1_CDW,T11_1_CPW,T11_1_VW,T11_1_OTHW,T11_1_WMFHW,T11_1_NSW,T11_1_TW,T11_1_FS,T11_1_BIS,T11_1_BUS,T11_1_TDLS,T11_1_MS,T11_1_CDS,T11_1_CPS,T11_1_VS,T11_1_OTHS,T11_1_WMFHS,T11_1_NSS,T11_1_TS,T11_1_FT,T11_1_BIT,T11_1_BUT,T11_1_TDLT,T11_1_MT,T11_1_CDT,T11_1_CPT,T11_1_VT,T11_1_OTHT,T11_1_WMFHT,T11_1_NST,T11_1_TT,T11_2_T1,T11_2_T2,T11_2_T3,T11_2_T4,T11_2_T5,T11_2_T6,T11_2_T7,T11_2_T8,T11_2_NS,T11_2_T,T11_3_D1,T11_3_D2,T11_3_D3,T11_3_D4,T11_3_D5,T11_3_D6,T11_3_NS,T11_3_T,T12_1_M,T12_1_F,T12_1_T,T12_2_M,T12_2_F,T12_2_T,T12_3_VGM,T12_3_VGF,T12_3_VGT,T12_3_GM,T12_3_GF,T12_3_GT,T12_3_FM,T12_3_FF,T12_3_FT,T12_3_BM,T12_3_BF,T12_3_BT,T12_3_VBM,T12_3_VBF,T12_3_VBT,T12_3_NSM,T12_3_NSF,T12_3_NST,T12_3_TM,T12_3_TF,T12_3_TT,T13_1_MDSOM,T13_1_POM,T13_1_APTOM,T13_1_ASOM,T13_1_STOM,T13_1_CLOSOM,T13_1_SCSOM,T13_1_PPMOM,T13_1_EOM,T13_1_NSM,T13_1_TM,T13_1_MDSOF,T13_1_POF,T13_1_APTOF,T13_1_ASOF,T13_1_STOF,T13_1_CLOSOF,T13_1_SCSOF,T13_1_PPMOF,T13_1_EOF,T13_1_NSF,T13_1_TF,T13_1_MDSOT,T13_1_POT,T13_1_APTOT,T13_1_ASOT,T13_1_STOT,T13_1_CLOSOT,T13_1_SCSOT,T13_1_PPMOT,T13_1_EOT,T13_1_NST,T13_1_TT,T14_1_AFFM,T14_1_BCM,T14_1_MIM,T14_1_CTM,T14_1_TCM,T14_1_PAM,T14_1_PSM,T14_1_OTHM,T14_1_TM,T14_1_AFFF,T14_1_BCF,T14_1_MIF,T14_1_CTF,T14_1_TCF,T14_1_PAF,T14_1_PSF,T14_1_OTHF,T14_1_TF,T14_1_AFFT,T14_1_BCT,T14_1_MIT,T14_1_CTT,T14_1_TCT,T14_1_PAT,T14_1_PST,T14_1_OTHT,T14_1_TT,T15_1_NC,T15_1_1C,T15_1_2C,T15_1_3C,T15_1_GE4C,T15_1_NSC,T15_1_TC,T15_2_Y,T15_2_N,T15_2_NS,T15_2_T,T15_3_B,T15_3_OTH,T15_3_N,T15_3_NS,T15_3_T
EB9428B8-B443-407E-977B-9393FD73E1D0,CTY31_CC,Cork City,720,614,613,645,602,643,647,598,565,602,564,557,589,586,564,610,630,661,788,1209,6152,5798,5647,4756,3892,3570,3669,3509,3069,2755,2280,1720,1176,722,61722,657,576,643,651,584,627,576,625,594,553,564,555,533,572,521,579,522,648,858,1421,6565,5655,5485,4503,3651,3447,3854,3675,3167,2969,2626,2324,1743,1412,63935,1377,1190,1256,1296,1186,1270,1223,1223,1159,1155,1128,1112,1122,1158,1085,1189,1152,1309,1646,2630,12717,11453,11132,9259,7543,7017,7523,7184,6236,5724,4906,4044,2919,2134,125657,37732,19712,1351,1321,1606,61722,36107,19510,1759,1714,4845,63935,73839,39222,3110,3035,6451,125657,100145,5092,3066,448,6461,7807,123019,103962,1856,3232,466,6580,5049,1874,123019,97724,902,13153,1598,3398,2235,4009,123019,108000,7755,2023,3872,121650,92296,10583,18636,4142,125657,3418,2132,396,12044,17990,10318,5273,1600,293,506,17990,44822,72457,4555,121834,4638,168,57,53,28,515,1398,8036,5487,194,20574,5496,223,70,46,30,605,1408,9226,6964,180,24248,10134,391,127,99,58,1120,2806,17262,12451,374,44822,14193,6755,5066,2331,861,29206,28386,20265,20264,11655,5503,86073,4140,8542,10706,7167,3859,34414,3525,2846,1084,215,68,7738,5583,2499,764,126,27,8999,934,883,427,172,2416,10053,9108,6279,2731,768,267,29206,5334,5339,1727,12400,2256,2968,650,5874,148,692,39,879,10054,8591,5215,23860,3428,4024,1859,9311,217,909,117,1243,4809,2932,2413,2612,6387,19153,17816,11133,9156,9338,18524,65967,3647,2775,3631,2662,2539,2537,2923,8492,29206,7294,5550,7262,8042,9081,9648,11174,28022,86073,19513,5453,8162,6736,7979,47843,14504,6696,2393,9876,1514,737,4658,665,655,92,509,697,1425,4990,49411,14504,13392,4786,38974,5866,1780,12280,2242,3315,337,1859,3682,3421,14542,120980,14504,15626,8433,6428,2976,1025,268,151,49411,14504,31252,25299,25712,14880,6150,1876,1307,120980,38907,9530,178,41,755,49411,100179,18593,218,178,1812,120980,5883,4970,7359,6028,5565,4106,3731,5718,541,5469,49370,12122,11387,18073,14679,14524,11032,10009,14653,1346,12977,120802,8951,15889,12988,8130,618,583,2211,49370,28125,33804,31233,20577,1234,1070,4759,120802,1215,4080,6217,5655,11896,8337,4465,4061,3444,49370,1699,6893,13561,12387,30927,22150,12880,12923,7382,120802,1055,5959,31869,6870,1406,35,51,142,153,1830,49370,45891,787,46,41,31,2574,49370,45842,309,34,171,69,2945,49370,49874,1524,70,4292,55760,148,4900,26667,548,4880,8032,495,8452,3216,323,52613,23816,371,3144,8342,7146,8545,3500,240,55104,50483,919,8024,16374,7641,16997,6716,563,107717,5703,12816,8162,9870,7456,2603,15112,61722,4596,14151,12624,5631,6716,2906,17311,63935,10299,26967,20786,15501,14172,5509,32423,125657,5138,3723,5527,9711,4088,4554,2420,1490,54,49,12657,49411,13525,9829,13461,23435,10520,11834,5925,4157,122,106,28066,120980,2351,1963,3176,2336,3875,1192,1220,10693,13867,40673,2483,1889,3050,2687,4203,1556,1308,10917,14830,42923,4834,3852,6226,5023,8078,2748,2528,21610,28697,83596,8032,3908,8342,3839,16374,7747,658,1019,1043,4601,3039,5933,259,1147,1333,21,21620,40673,1971,1095,1432,6657,1612,790,170,4633,1815,42,22706,42923,2629,2114,2475,11258,4651,6723,429,5780,3148,63,44326,83596,783,4560,6538,7008,2900,2457,1606,2831,4202,3739,750,3299,40673,736,5279,6857,7635,3243,1342,1815,3096,4572,4611,551,3186,42923,1519,9839,13395,14643,6143,3799,3421,5927,8774,8350,1301,6485,83596,9870,1848,5293,242,214,23277,2734,1671,99,1095,2966,49309,12421,819,2680,45,26,1183,8600,41,12,29,1219,27075,22291,2667,7973,287,240,24460,11334,1712,111,1124,4185,76384,3005,4483,6342,10780,17995,16351,3798,7891,4615,75260,24155,28793,11655,2093,1599,601,6364,75260,10739,11983,22722,2226,3187,5413,33569,34384,67953,18075,18979,37054,5929,6638,12567,1062,1169,2231,251,304,555,2836,2461,5297,61722,63935,125657,1917,5374,3958,1311,4793,801,2500,3297,3398,4198,31547,1249,5461,2773,3434,571,3053,3720,725,2758,3216,26960,3166,10835,6731,4745,5364,3854,6220,4022,6156,7414,58507,96,1709,4618,5774,3551,1225,4116,5578,26667,24,106,2394,5552,1233,848,8554,5105,23816,120,1815,7012,11326,4784,2073,12670,10683,50483,14645,20389,9904,1842,540,2050,49370,30466,16572,2332,49370,34240,2709,10278,2143,49370
84B85B58-010E-45DB-BC55-E137BBE627E4,CTY31_CE,Clare,762,759,780,842,868,843,929,954,951,922,895,925,854,839,860,771,862,830,785,676,2985,2792,3579,4302,4420,4348,3992,3749,3292,3097,2290,1464,954,614,58785,721,726,697,829,917,835,928,859,884,888,890,844,854,881,836,885,885,820,717,679,2768,2838,3872,4577,4698,4392,4071,3658,3347,3059,2285,1597,1123,1172,60032,1483,1485,1477,1671,1785,1678,1857,1813,1835,1810,1785,1769,1708,1720,1696,1656,1747,1650,1502,1355,5753,5630,7451,8879,9118,8740,8063,7407,6639,6156,4575,3061,2077,1786,118817,31462,23520,1408,1133,1262,58785,29012,23640,1743,1541,4096,60032,60474,47160,3151,2674,5358,118817,98420,7616,2684,333,2424,4983,116460,103829,3127,2844,362,2435,2302,1561,116460,99244,905,9432,1132,1653,1567,2527,116460,108047,3642,1805,1495,114989,98363,7758,10164,2532,118817,3218,1536,348,7017,12119,6650,3478,1409,238,344,12119,52482,58889,3001,114372,6915,144,114,52,41,474,1399,8546,5979,179,23843,8733,291,106,77,59,584,1771,10205,6647,166,28639,15648,435,220,129,100,1058,3170,18751,12626,345,52482,12206,6830,6664,3741,1478,30919,24412,20490,26656,18705,9365,99628,2950,8240,13827,11376,6450,42843,3434,3950,1920,496,115,9915,4936,2411,767,146,25,8285,1214,1400,620,229,3463,9256,8370,7575,4087,1262,369,30919,8183,5583,2844,16610,1582,2125,551,4258,150,577,68,795,17022,9108,8602,34732,2454,2898,1590,6942,225,768,176,1169,5848,4050,3480,3048,5237,21663,23722,16848,13904,11138,15504,81116,2197,3628,3431,2761,3483,3671,4218,7530,30919,4394,7256,6862,8999,13647,15153,17139,26178,99628,10916,5046,9341,7687,8107,41097,11108,7215,1491,14053,1738,676,3625,348,625,90,323,366,788,1023,43469,11108,14430,2982,58031,6708,1663,9662,1127,3231,335,1197,1920,1803,2723,116920,11108,12406,7137,7002,3998,1362,321,135,43469,11108,24812,21411,28008,19990,8172,2247,1172,116920,40471,2297,33,121,547,43469,110735,4400,67,235,1483,116920,3690,2401,2374,3123,5679,4812,6712,11406,865,2286,43348,7779,5011,5161,7144,13734,12949,20796,35573,2571,5967,116685,14124,18036,6323,2703,289,793,1080,43348,47192,41038,16510,7246,650,1530,2519,116685,302,1454,3938,4443,8921,8149,6621,7238,2282,43348,453,2488,8786,10098,22141,22134,20341,24916,5328,116685,608,25640,5229,2297,3314,3100,425,1569,338,828,43348,27808,6555,2488,4900,74,1523,43348,21766,17212,2279,353,94,1644,43348,43649,1205,4821,6104,55779,133,2946,26611,381,3696,5063,531,7650,1737,133,45802,22900,285,2656,5360,6878,7336,1846,182,47443,49511,666,6352,10423,7409,14986,3583,315,93245,4840,15611,8271,11524,6835,2293,9411,58785,3977,18229,12971,6158,6058,1670,10969,60032,8817,33840,21242,17682,12893,3963,20380,118817,5460,2411,5160,7447,3933,3840,1653,2338,3785,156,7286,43469,16334,7199,13909,19813,11375,10594,4229,6714,9872,359,16522,116920,2264,1503,3123,2726,4834,1367,1458,8133,12801,38209,1580,990,2203,2808,5316,1873,1668,9643,13472,39553,3844,2493,5326,5534,10150,3240,3126,17776,26273,77762,5063,2530,5360,2530,10423,5060,771,530,520,3345,1679,7148,2496,710,1454,35,19521,38209,2842,714,851,6699,1465,614,438,5108,2136,60,18626,39553,3613,1244,1371,10044,3144,7762,2934,5818,3590,95,38147,77762,622,4326,6246,7479,3209,3523,1743,2764,3163,2396,303,2435,38209,473,3393,5057,8321,3972,1710,2369,3558,4308,3672,266,2454,39553,1095,7719,11303,15800,7181,5233,4112,6322,7471,6068,569,4889,77762,2938,509,542,91,108,32416,2079,3587,337,3434,2251,48292,4894,299,4326,71,13,1623,15458,80,7,37,949,27757,7832,808,4868,162,121,34039,17537,3667,344,3471,3200,76049,3160,4351,6077,10411,14484,18777,6744,5026,3548,72578,28057,20785,11631,3243,2792,1026,5044,72578,7481,7888,15369,2136,3356,5492,34284,35091,69375,17121,17276,34397,4763,5044,9807,766,793,1559,166,218,384,1685,1610,3295,58785,60032,118817,2416,3694,3238,979,9240,691,1024,3412,2708,2905,30307,1666,5247,2304,4493,924,3594,2261,929,1813,2325,25556,4082,8941,5542,5472,10164,4285,3285,4341,4521,5230,55863,3128,2365,5531,4340,2746,1244,2828,4429,26611,295,160,2161,4744,1185,1517,8327,4511,22900,3423,2525,7692,9084,3931,2761,11155,8940,49511,4698,17803,16311,2652,816,1068,43348,29214,12886,1248,43348,27941,4701,9524,1182,43348
