Administrative_Area,Cuisine,Restaurant_id,Restaurant_Name,Restaurant_Lat,Restaurant_Lon
DUBLIN CITY,Thai,4b4cc58ff964a52039be26e3,Chilli Banana,53.37237482626846,-6.252675732444324
DUBLIN CITY,Thai,4b5ca441f964a520953b29e3,Saba to Go,53.322155666720555,-6.267247178606415
DUBLIN CITY,Thai,4e25a269fa76a490d3bc68b4,Hot Wok Noodle Bar,53.34998605575306,-6.259711233514476
DUBLIN CITY,Thai,53187706498e991d5d4d2bd9,Pho Ta,53.34489696592236,-6.26263043488435
DUBLIN CITY,Thai,4af42c35f964a52063f021e3,Green 19,53.33525263997968,-6.265211531755158
DUBLIN CITY,Thai,4b479849f964a520c13626e3,Zao Restaurant,53.392925602914005,-6.250124199022813
DUBLIN CITY,Thai,4c40a59dda3dc9285eabc7b9,Hemidemisemiquaver Bar,53.34838199220124,-6.228330129188405
DUBLIN CITY,Thai,4f3a7165e4b03d32dfae2a35,Yum Thai,53.33783140907517,-6.252885511721383
DUBLIN CITY,Thai,4dd95a1c1838b8561d171e86,Diep At Home,53.3624136812532,-6.258911973275889
DUBLIN CITY,Thai,514a46fae4b08933b7f0fea7,Thaicoon,53.363515469633306,-6.257776497495358
DUBLIN CITY,Thai,4ff08319e4b03098558e34d9,Camile Thai,53.32561272812375,-6.265108946406852
DUBLIN CITY,Thai,58e8df44e9233e15915951da,Nightmarket,53.323893,-6.251195
DUBLIN CITY,Thai,4b9b81e0f964a520cb0b36e3,Chilli Club,53.340883191530175,-6.2595569009097956
DUBLIN CITY,Thai,4b2bec95f964a520cfbd24e3,Diep at Home,53.325325,-6.254812
DUBLIN CITY,Thai,4c7d5f825af8b60c9e668f10,Camile Thai,53.333306732332666,-6.291494426112886
DUBLIN CITY,Thai,4ed1410630f81894af5b8c39,Mao at Home,53.32106535531274,-6.234606264465098
DUBLIN CITY,Thai,538a4154498eed7dcdb0a20f,Camile Thai,53.39293636511947,-6.248977048358579
DUBLIN CITY,Vietnamese,50d0caece4b01ebdbbeb691a,Pho Viet,53.352908,-6.260928
DUBLIN CITY,Vietnamese,53187706498e991d5d4d2bd9,Pho Ta,53.34489696592236,-6.26263043488435
DUBLIN CITY,Vietnamese,50506df0e4b030e87ab52f68,Aobaba,53.34880076115092,-6.268863616298785
DUBLIN CITY,Vietnamese,5a217092178a2a17a8b7f5e2,Bun Cha,53.350156,-6.262494
DUBLIN CITY,Vietnamese,4af339e7f964a520e2eb21e3,Saba,53.34122566239105,-6.2620529537427005
DUBLIN CITY,Vietnamese,4af83d9bf964a520910b22e3,Koh Restaurant & Cocktail Lounge,53.34741370636743,-6.2655894268340075
DUBLIN CITY,Vietnamese,5a5fb2d24b78c51e33e5b68c,Páng,53.337584,-6.266389
DUBLIN CITY,Australian,4b857d1bf964a5202c6131e3,FXB Steak & Seafood,53.33731440155261,-6.251954471348828
DUBLIN CITY,Australian,50acd23be4b013e1bd0982c7,Bonza Pies,53.351493110824514,-6.251679407773171
DUBLIN CITY,Australian,4f326fcde4b0e6be3c190db9,Bonza Pies,53.346933,-6.256596
DUBLIN CITY,Belgian,50883963e4b0dbb714d5243e,Fade St. Social,53.341863713517284,-6.263800401605346
DUBLIN CITY,Belgian,4af1e047f964a52007e421e3,The Porterhouse,53.3451586076574,-6.2675166184520785
DUBLIN CITY,Belgian,4af2d5a7f964a520abe821e3,Herbstreet,53.344294,-6.237792
DUBLIN CITY,Czech,4b05afdcf964a520f8e022e3,Pifko Bar,53.345964,-6.28031
DUBLIN CITY,Czech,4af1e047f964a52007e421e3,The Porterhouse,53.3451586076574,-6.2675166184520785
DUBLIN CITY,Czech,54233094498e5f1bd4283cc8,The Bridge 1859,53.329318835781386,-6.231767538771356
DUBLIN CITY,Czech,4b6460e6f964a5206cae2ae3,The Living Room,53.3524847771081,-6.260516187359402
DUBLIN CITY,Czech,4af3163bf964a52087ea21e3,The Czech Inn,53.3448818811167,-6.2679153764345195
DUBLIN CITY,Romanian,4b2cc70df964a52032c924e3,Kingfisher Restaurant,53.351662924141884,-6.26326478251974
DUBLIN CITY,English,5b3a041f9f8a9f002c67299d,The Ivy Dublin,53.34143955129432,-6.258080931322334
DUBLIN CITY,English,4b2a2ceff964a520cba524e3,Darkey Kelly's,53.343936,-6.270008
DUBLIN CITY,English,4af22977f964a52041e621e3,J.W. Sweetman Craft Brewery,53.347156711287845,-6.258359756962221
DUBLIN CITY,English,4b62ed51f964a52038592ae3,Taste!,53.34105076267331,-6.263366235576012
DUBLIN CITY,English,4dd39d83c65b69f9362f031e,Mes Amis,53.34788675944942,-6.264281038331441
DUBLIN CITY,English,4c19178bd4d9c9288270f029,MacTurcaill's,53.34594798524912,-6.2551618952903265
DUBLIN CITY,English,4d6e8223cf4da0905273e5d6,Fortes Take Away,53.359184813917885,-6.26165429040796
DUBLIN CITY,French,4b7a8452f964a5208a2f2fe3,Restaurant Patrick Guilbaud,53.338400469415106,-6.252855856060932
DUBLIN CITY,French,4b6c9070f964a52074432ce3,La Maison,53.3422995150196,-6.262856520015592
DUBLIN CITY,French,4c2f320816adc928da14bd9c,Peploe's,53.33942208131744,-6.25822775296813
DUBLIN CITY,French,4af2a45df964a5201de821e3,Pichet,53.34388447764477,-6.262175956961065
DUBLIN CITY,French,4b755a37f964a520d3072ee3,Chez Max,53.34397019910746,-6.266206328479043
DUBLIN CITY,French,4b3a0504f964a5204e6025e3,Le Bon Crubeen,53.35060833434759,-6.2551265954976865
DUBLIN CITY,French,4b20f99ef964a520be3524e3,Pearl Brasserie,53.3383170390674,-6.253397316992628
DUBLIN CITY,French,4ade0eedf964a520767021e3,La Cave Wine Bar,53.341118114213074,-6.259603809296415
DUBLIN CITY,French,4af875e7f964a520780d22e3,l'Gueuleton,53.34203140473747,-6.264201313017479
DUBLIN CITY,French,4bd2dd63a8b3a593ad98685f,Bang Restaurant,53.33844369158638,-6.25474710537941
DUBLIN CITY,French,4b0c664af964a5207c3c23e3,Dax Restaurant,53.33475878087824,-6.254391740424128
DUBLIN CITY,French,4ade0f48f964a520c47121e3,Fallon & Byrne Restaurant,53.34304146233562,-6.2632656143301935
DUBLIN CITY,French,53ea7518498eaa05418f34c9,Amuse,53.339837516543966,-6.258651211844013
DUBLIN CITY,French,4b293203f964a520c59a24e3,Hugo's,53.33839090074066,-6.254444355110027
DUBLIN CITY,French,4af2d5a7f964a520abe821e3,Herbstreet,53.344294,-6.237792
DUBLIN CITY,French,4ade0f32f964a520727121e3,Roly's Bistro,53.32973219380259,-6.232214125560664
DUBLIN CITY,French,508a72d1e4b0645d65eb6490,Le Petit Parisien,53.34298924119526,-6.2612420151508505
DUBLIN CITY,French,4eb300c293ad2f4d36f70178,La Ruelle,53.34018833464201,-6.258512352825494
DUBLIN CITY,French,53088d0f11d26d7e933993d2,Press Cafe,53.33505764739972,-6.235269426252875
DUBLIN CITY,French,4bdddb13e75c0f4766e2c503,The Wild Goose,53.323305,-6.250069
DUBLIN CITY,French,4f10a338a17ccd56cb0d762e,Avoca Cafe,53.34350678507453,-6.259839814772091
DUBLIN CITY,French,5427dc9e498e2d89dfd40c56,Brother Hubbard South,53.332681727823996,-6.265482324880567
DUBLIN CITY,French,568e4c83498e1773d5fe844c,Little Bird,53.332375,-6.2737164
DUBLIN CITY,French,544e5ab5498eb751fcd287a9,The Wooden Whisk,53.350304,-6.2564692
DUBLIN CITY,French,50d17a39e4b08647fe9dc66f,Goose on the Loose,53.33765634855233,-6.265960813140503
